person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,135086,OWN,2.8,DEBTCONSOLIDATION,B,11500,10.68,0,0.09,N,7
23,35443,RENT,0.7,DEBTCONSOLIDATION,B,7800,9.99,0,0.22,N,5
21,82216,MORTGAGE,0.3,PERSONAL,C,5000,13.57,0,0.06,N,8
37,75381,RENT,5.2,VENTURE,C,6600,14.16,0,0.09,N,4
35,80892,MORTGAGE,4.5,PERSONAL,D,10600,,1,0.13,N,5
21,53735,RENT,5.0,VENTURE,D,11400,16.28,0,0.21,N,6
23,106702,MORTGAGE,4.9,VENTURE,A,20100,,0,0.19,Y,7
22,60858,RENT,4.3,VENTURE,B,6600,9.17,0,0.11,N,12
20,120688,RENT,3.8,EDUCATION,A,8200,6.63,0,0.07,N,8
40,34147,RENT,7.7,DEBTCONSOLIDATION,E,9700,19.45,0,0.28,N,6
24,146327,RENT,,MEDICAL,A,11600,6.07,0,0.08,N,6
33,25179,RENT,6.3,MEDICAL,B,11300,11.09,0,0.45,N,9
26,141586,MORTGAGE,2.0,MEDICAL,D,4100,13.42,1,0.03,N,5
27,46670,MORTGAGE,5.3,EDUCATION,B,3500,10.1,0,0.07,N,5
26,74332,MORTGAGE,2.5,PERSONAL,A,9800,8.15,0,0.13,N,6
30,48103,MORTGAGE,3.9,EDUCATION,A,5100,5.6,0,0.11,N,8
27,38106,RENT,8.6,EDUCATION,B,5200,9.37,0,0.14,N,5
32,48586,MORTGAGE,0.7,EDUCATION,B,6900,11.02,0,0.14,N,7
35,90326,MORTGAGE,2.8,EDUCATION,C,3300,12.78,0,0.04,N,7
24,73643,RENT,6.6,DEBTCONSOLIDATION,A,7000,7.25,0,0.1,N,8
29,113292,MORTGAGE,3.5,PERSONAL,C,6700,13.95,0,0.06,N,4
20,79713,MORTGAGE,1.4,EDUCATION,B,6500,8.79,0,0.08,N,4
25,72985,MORTGAGE,5.5,PERSONAL,D,4400,14.08,0,0.06,N,6
28,140626,MORTGAGE,3.9,VENTURE,C,18200,14.4,1,0.13,Y,4
27,77127,RENT,4.5,PERSONAL,D,15300,14.5,0,0.2,Y,10
27,37183,MORTGAGE,2.0,MEDICAL,A,18700,,0,0.5,N,7
31,32821,RENT,12.5,VENTURE,D,4700,,0,0.14,N,2
32,153492,MORTGAGE,8.0,EDUCATION,D,10100,,0,0.07,N,2
20,58061,RENT,4.1,MEDICAL,B,24400,10.24,1,0.42,Y,4
29,62525,RENT,2.7,DEBTCONSOLIDATION,E,8900,18.96,1,0.14,N,4
26,45241,RENT,1.4,PERSONAL,C,9400,12.35,0,0.21,Y,6
25,27729,RENT,4.9,EDUCATION,G,7600,20.84,1,0.27,N,2
36,162456,RENT,4.1,MEDICAL,C,7900,13.22,0,0.05,N,7
20,32631,RENT,0.6,VENTURE,D,20800,16.68,1,0.64,N,5
28,37035,MORTGAGE,2.6,EDUCATION,A,3700,7.25,0,0.1,N,8
37,51741,OWN,1.9,MEDICAL,A,7200,9.49,0,0.14,N,8
28,47970,RENT,6.3,MEDICAL,B,12400,12.24,0,0.26,N,11
22,45333,MORTGAGE,2.0,MEDICAL,C,5900,14.14,0,0.13,Y,9
27,85665,MORTGAGE,7.4,PERSONAL,A,11200,8.3,0,0.13,N,6
39,106153,RENT,2.1,EDUCATION,B,9300,10.57,0,0.09,N,11
35,59279,MORTGAGE,3.4,PERSONAL,A,14000,6.65,0,0.24,N,5
25,70439,RENT,4.6,EDUCATION,D,6800,16.21,0,0.1,N,2
37,38299,RENT,2.2,DEBTCONSOLIDATION,C,6600,14.64,1,0.17,N,1
32,81530,RENT,8.5,VENTURE,A,8900,6.81,0,0.11,N,5
20,53242,RENT,0.9,EDUCATION,A,7900,7.42,0,0.15,N,12
27,50511,MORTGAGE,10.6,EDUCATION,F,8900,18.64,0,0.18,N,7
39,98805,MORTGAGE,4.2,VENTURE,B,11000,10.1,0,0.11,N,10
27,29750,RENT,4.7,VENTURE,B,9000,10.4,0,0.3,N,8
37,102381,OWN,7.8,MEDICAL,D,7000,,0,0.07,N,10
20,59332,RENT,2.2,EDUCATION,E,4800,16.13,1,0.08,N,9
20,48068,RENT,2.8,PERSONAL,A,9400,8.27,0,0.2,N,3
35,147127,MORTGAGE,8.3,MEDICAL,B,4400,10.98,0,0.03,N,4
33,91295,MORTGAGE,8.0,EDUCATION,F,10600,19.22,0,0.12,N,1
28,26124,MORTGAGE,2.9,MEDICAL,A,7200,8.36,0,0.28,N,7
33,99147,RENT,2.3,HOMEIMPROVEMENT,C,6800,14.02,0,0.07,N,5
24,82216,RENT,0.4,MEDICAL,C,6200,,0,0.08,N,3
21,32286,RENT,1.0,EDUCATION,A,8800,7.86,0,0.27,N,11
30,58887,MORTGAGE,6.8,EDUCATION,B,7400,10.41,0,0.13,N,2
26,91465,RENT,1.6,VENTURE,A,6800,8.31,0,0.07,N,12
31,24465,MORTGAGE,3.6,PERSONAL,A,10100,6.98,0,0.41,N,10
29,90443,RENT,2.5,VENTURE,A,6900,6.59,0,0.08,Y,16
26,50383,RENT,3.3,VENTURE,B,9800,10.1,0,0.19,N,2
39,55934,RENT,1.9,PERSONAL,B,13800,7.96,0,0.25,N,4
22,107985,MORTGAGE,2.5,PERSONAL,E,8200,17.64,0,0.08,N,5
29,41697,MORTGAGE,,DEBTCONSOLIDATION,D,8200,15.26,1,0.2,Y,5
27,35206,OTHER,3.4,HOMEIMPROVEMENT,D,2900,15.09,0,0.08,Y,9
30,87091,MORTGAGE,,MEDICAL,C,10800,13.89,0,0.12,N,6
28,64270,MORTGAGE,0.9,VENTURE,A,3400,8.03,0,0.05,N,9
34,48864,RENT,3.4,EDUCATION,B,9700,8.04,0,0.2,N,5
30,30946,OWN,5.3,EDUCATION,C,6600,10.72,1,0.21,N,8
24,49780,MORTGAGE,2.9,MEDICAL,E,7200,17.7,0,0.14,N,4
22,45145,MORTGAGE,10.1,HOMEIMPROVEMENT,B,4700,8.39,0,0.1,N,5
23,53606,RENT,3.9,DEBTCONSOLIDATION,C,5400,13.01,0,0.1,N,6
23,27283,RENT,3.5,VENTURE,G,2600,21.1,0,0.1,N,4
32,42690,MORTGAGE,2.0,VENTURE,B,14000,10.4,0,0.33,N,19
28,73863,RENT,4.3,EDUCATION,C,7600,12.13,0,0.1,N,4
30,57762,RENT,8.6,DEBTCONSOLIDATION,E,6400,19.31,1,0.11,N,6
20,54552,RENT,2.5,EDUCATION,C,2700,9.86,0,0.05,N,6
26,37294,MORTGAGE,,DEBTCONSOLIDATION,A,6500,8.73,0,0.17,N,3
31,37901,RENT,1.2,EDUCATION,E,4400,17.65,0,0.12,N,10
34,52158,MORTGAGE,2.1,EDUCATION,C,2700,10.65,0,0.05,N,5
20,59093,MORTGAGE,1.7,PERSONAL,A,10000,5.21,0,0.17,N,3
37,39420,MORTGAGE,4.0,EDUCATION,F,6100,19.04,0,0.15,N,3
37,65678,RENT,2.0,EDUCATION,A,29400,,0,0.45,N,8
34,65577,OWN,0.9,VENTURE,D,7400,15.79,0,0.11,N,6
36,35800,RENT,3.9,VENTURE,C,6600,12.94,1,0.18,N,9
26,110431,RENT,7.9,MEDICAL,A,17900,7.3,1,0.16,N,5
23,39680,RENT,0.6,PERSONAL,D,6700,13.98,1,0.17,N,3
29,38265,RENT,5.8,VENTURE,A,8300,6.42,0,0.22,N,6
30,43699,MORTGAGE,3.7,EDUCATION,E,15500,16.98,0,0.35,N,20
24,30503,RENT,1.6,PERSONAL,B,8700,10.64,0,0.29,N,4
32,25067,MORTGAGE,6.8,VENTURE,B,6800,11.42,0,0.27,N,7
36,102067,RENT,7.9,DEBTCONSOLIDATION,F,15500,18.32,0,0.15,N,9
33,94592,OTHER,2.3,PERSONAL,A,13000,6.92,0,0.14,N,5
28,38748,MORTGAGE,3.5,VENTURE,B,23600,10.79,1,0.61,Y,4
20,82707,RENT,2.4,PERSONAL,C,13800,10.95,1,0.17,Y,3
20,43530,MORTGAGE,3.3,VENTURE,A,8500,8.39,0,0.2,N,6
27,36083,RENT,3.4,HOMEIMPROVEMENT,A,8500,7.86,0,0.24,N,3
32,52922,OWN,2.0,PERSONAL,B,8000,9.79,0,0.15,N,5
20,52662,MORTGAGE,0.0,EDUCATION,B,5200,11.52,0,0.1,N,8
29,98267,MORTGAGE,2.8,DEBTCONSOLIDATION,B,9200,10.77,0,0.09,N,6
32,18311,RENT,6.8,VENTURE,B,15200,10.44,1,0.83,N,7
28,51938,OTHER,3.1,VENTURE,B,13800,10.77,0,0.27,N,6
24,185323,MORTGAGE,1.1,PERSONAL,A,5600,9.01,0,0.03,N,4
20,19571,MORTGAGE,1.8,EDUCATION,A,5900,7.16,0,0.3,N,6
33,45128,RENT,1.1,PERSONAL,A,13200,9.21,0,0.29,N,6
24,51200,RENT,0.3,PERSONAL,C,5700,13.07,0,0.11,N,4
38,64520,MORTGAGE,2.8,MEDICAL,A,5400,5.91,0,0.08,Y,11
29,86503,MORTGAGE,0.7,EDUCATION,E,5400,16.92,1,0.06,Y,5
30,64314,MORTGAGE,5.6,HOMEIMPROVEMENT,A,7400,7.74,0,0.12,N,6
33,132070,MORTGAGE,1.8,PERSONAL,A,15000,7.96,0,0.11,N,18
26,49647,MORTGAGE,3.4,VENTURE,C,8100,14.24,0,0.16,Y,3
31,101450,RENT,0.7,EDUCATION,A,6600,5.73,0,0.07,N,3
24,55556,MORTGAGE,1.6,PERSONAL,B,15300,11.62,0,0.28,N,6
23,88494,RENT,13.5,EDUCATION,A,6000,10.28,0,0.07,N,4
23,43464,MORTGAGE,3.1,VENTURE,E,5100,16.38,1,0.12,Y,7
25,38307,RENT,0.8,VENTURE,A,7100,8.43,0,0.19,Y,3
40,31041,MORTGAGE,,PERSONAL,A,7100,6.42,0,0.23,N,5
23,52697,MORTGAGE,2.2,DEBTCONSOLIDATION,B,9400,9.78,0,0.18,N,8
32,42045,MORTGAGE,2.8,MEDICAL,B,24100,12.33,1,0.57,N,6
27,70844,RENT,5.2,PERSONAL,D,4700,17.33,0,0.07,Y,2
21,84033,MORTGAGE,3.8,VENTURE,D,7000,16.8,0,0.08,N,8
33,100251,RENT,10.7,PERSONAL,C,11700,14.04,0,0.12,Y,7
25,90337,RENT,4.1,VENTURE,A,12400,5.97,0,0.14,N,4
25,103477,MORTGAGE,,DEBTCONSOLIDATION,C,22800,13.9,0,0.22,N,2
34,84295,MORTGAGE,4.9,VENTURE,A,13500,5.88,0,0.16,N,4
26,34084,RENT,3.1,EDUCATION,A,6900,6.35,0,0.2,N,4
29,68854,OWN,3.7,MEDICAL,A,7500,7.16,0,0.11,N,8
28,41672,RENT,0.9,HOMEIMPROVEMENT,B,5400,10.65,0,0.13,N,4
27,55765,MORTGAGE,2.8,EDUCATION,B,7800,9.84,0,0.14,N,7
20,58467,MORTGAGE,0.6,PERSONAL,C,11200,12.23,0,0.19,N,3
33,17249,MORTGAGE,7.1,DEBTCONSOLIDATION,B,8100,9.91,0,0.47,N,6
29,35575,MORTGAGE,7.3,HOMEIMPROVEMENT,A,7600,6.57,0,0.21,N,12
33,46620,OWN,2.9,EDUCATION,A,11400,6.58,0,0.24,Y,3
29,14806,MORTGAGE,4.3,HOMEIMPROVEMENT,B,12900,13.33,0,0.85,N,5
34,115195,RENT,0.6,MEDICAL,C,12000,11.15,0,0.1,N,4
29,63637,RENT,3.5,DEBTCONSOLIDATION,A,14000,5.82,0,0.22,Y,3
36,63454,MORTGAGE,5.4,VENTURE,B,9200,,0,0.14,N,6
23,99818,RENT,10.1,PERSONAL,D,4900,15.98,0,0.05,N,7
23,85530,OWN,7.4,EDUCATION,A,6400,9.55,0,0.07,N,9
39,85638,RENT,8.8,MEDICAL,C,6900,13.02,0,0.08,N,3
33,99980,MORTGAGE,2.7,PERSONAL,E,8800,17.58,1,0.09,N,9
39,69614,RENT,2.6,VENTURE,D,13700,15.25,0,0.2,N,14
32,70441,MORTGAGE,1.5,PERSONAL,A,9200,7.45,0,0.13,N,8
26,74920,OWN,7.6,HOMEIMPROVEMENT,A,4900,5.81,0,0.07,N,6
39,30952,RENT,1.4,EDUCATION,C,11800,12.44,0,0.38,N,1
20,20837,MORTGAGE,6.6,MEDICAL,B,9900,9.99,0,0.48,N,11
33,21349,RENT,7.8,VENTURE,A,10200,7.94,1,0.48,N,5
20,85018,MORTGAGE,2.8,VENTURE,B,25200,,0,0.3,N,3
37,45941,MORTGAGE,2.1,PERSONAL,B,27500,10.74,0,0.6,Y,9
22,52237,RENT,6.0,PERSONAL,A,10800,6.96,0,0.21,N,3
26,64832,RENT,0.8,EDUCATION,A,7500,6.17,0,0.12,N,3
22,121797,RENT,2.9,VENTURE,C,12200,13.93,1,0.1,N,5
32,83320,RENT,0.9,DEBTCONSOLIDATION,B,2500,9.16,0,0.03,N,5
27,66223,MORTGAGE,2.8,HOMEIMPROVEMENT,A,4000,8.41,0,0.06,N,4
36,73662,RENT,3.0,VENTURE,E,15200,,0,0.21,N,5
24,183455,OWN,4.5,VENTURE,C,6200,15.13,1,0.03,Y,6
21,36469,OWN,,HOMEIMPROVEMENT,B,6200,9.97,0,0.17,N,7
25,120035,MORTGAGE,6.4,HOMEIMPROVEMENT,A,14000,7.65,0,0.12,N,3
38,60553,MORTGAGE,3.3,EDUCATION,C,9100,,0,0.15,N,4
34,57569,RENT,1.4,MEDICAL,C,8400,13.45,0,0.15,N,9
35,81889,MORTGAGE,5.6,HOMEIMPROVEMENT,D,9800,15.39,1,0.12,Y,10
25,23848,MORTGAGE,2.3,HOMEIMPROVEMENT,A,12400,6.49,0,0.52,Y,10
20,35104,OWN,2.6,VENTURE,B,18000,9.6,0,0.51,N,5
37,72846,RENT,1.0,MEDICAL,A,4100,8.72,0,0.06,N,7
20,75291,RENT,4.0,HOMEIMPROVEMENT,E,10600,17.35,0,0.14,N,7
28,79673,OTHER,1.1,MEDICAL,A,16200,8.03,0,0.2,N,4
24,85527,MORTGAGE,3.1,MEDICAL,B,2800,,0,0.03,N,6
28,163404,RENT,0.7,PERSONAL,C,11300,11.3,0,0.07,Y,14
20,43387,MORTGAGE,2.5,VENTURE,C,7800,12.45,1,0.18,N,1
33,72767,RENT,3.4,MEDICAL,B,4200,9.99,0,0.06,N,7
36,87039,MORTGAGE,6.2,VENTURE,B,7100,11.85,0,0.08,Y,3
34,72178,RENT,3.3,VENTURE,D,20700,15.15,1,0.29,N,8
21,56713,RENT,6.2,EDUCATION,B,3200,12.52,0,0.06,N,2
31,40590,RENT,1.8,MEDICAL,B,12100,11.14,0,0.3,N,11
27,53969,RENT,6.5,VENTURE,D,4800,15.32,0,0.09,N,15
28,114542,RENT,2.1,DEBTCONSOLIDATION,B,23300,9.51,1,0.2,N,12
38,179296,RENT,2.4,DEBTCONSOLIDATION,B,32900,12.43,0,0.18,N,7
25,25065,RENT,4.6,EDUCATION,A,5300,7.16,0,0.21,N,3
32,60442,MORTGAGE,6.1,PERSONAL,A,7700,,1,0.13,N,6
20,24572,MORTGAGE,4.7,HOMEIMPROVEMENT,B,12000,12.77,0,0.49,N,3
28,41614,MORTGAGE,5.0,MEDICAL,B,15500,12.23,0,0.37,N,3
34,67406,RENT,0.7,VENTURE,A,10800,6.72,1,0.16,Y,7
27,33061,RENT,4.5,PERSONAL,B,3900,9.24,0,0.12,N,12
32,47842,MORTGAGE,1.9,VENTURE,C,5100,12.02,0,0.11,N,6
23,44315,MORTGAGE,2.5,EDUCATION,A,8700,7.0,0,0.2,Y,11
25,65955,OWN,6.6,MEDICAL,B,6200,10.15,0,0.09,N,5
27,48476,OWN,4.5,MEDICAL,A,8400,7.18,0,0.17,N,13
25,107521,MORTGAGE,1.4,PERSONAL,A,4300,5.0,0,0.04,N,4
33,57950,MORTGAGE,7.9,EDUCATION,A,4900,5.9,0,0.08,Y,3
35,38601,RENT,7.7,PERSONAL,C,4300,12.0,0,0.11,N,2
32,27255,MORTGAGE,2.7,PERSONAL,B,11100,,0,0.41,N,7
20,38876,OWN,9.1,EDUCATION,E,12000,,0,0.31,N,3
26,53924,MORTGAGE,3.1,MEDICAL,C,8100,13.82,1,0.15,N,3
33,76630,RENT,6.5,EDUCATION,E,3500,15.95,0,0.05,N,4
27,85194,RENT,16.5,DEBTCONSOLIDATION,A,9300,7.31,0,0.11,N,11
27,94100,RENT,4.7,EDUCATION,B,7800,11.6,0,0.08,N,11
34,78827,RENT,1.4,VENTURE,B,15700,10.23,0,0.2,N,24
34,96689,MORTGAGE,2.7,PERSONAL,B,7900,10.51,0,0.08,Y,8
32,50226,MORTGAGE,4.1,MEDICAL,D,4900,15.05,1,0.1,N,1
20,54354,RENT,2.5,HOMEIMPROVEMENT,B,8400,11.03,0,0.15,N,1
21,44024,MORTGAGE,0.6,VENTURE,A,5900,6.91,0,0.13,N,4
30,39938,RENT,1.1,VENTURE,C,6100,13.85,0,0.15,N,10
20,118221,MORTGAGE,3.9,EDUCATION,A,6400,6.89,0,0.05,N,8
38,54340,RENT,3.4,MEDICAL,A,6800,6.93,0,0.13,N,6
29,33762,MORTGAGE,7.6,MEDICAL,B,7000,9.82,0,0.21,N,10
24,38805,MORTGAGE,3.0,PERSONAL,A,6400,9.58,0,0.16,N,1
25,170271,MORTGAGE,10.4,DEBTCONSOLIDATION,C,11900,11.56,0,0.07,N,3
35,67615,MORTGAGE,3.4,PERSONAL,B,4400,10.99,0,0.07,N,1
20,75239,RENT,2.9,MEDICAL,D,8400,13.0,0,0.11,N,5
20,45651,MORTGAGE,6.1,EDUCATION,B,6000,10.26,0,0.13,N,6
22,19587,RENT,2.0,MEDICAL,B,5900,9.95,0,0.3,N,8
30,31623,RENT,0.6,EDUCATION,B,12500,9.87,1,0.4,Y,12
38,42985,MORTGAGE,4.1,MEDICAL,C,12200,,0,0.28,N,3
35,43593,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9400,5.48,0,0.22,N,3
25,59251,OWN,1.4,PERSONAL,B,13100,9.78,0,0.22,Y,7
30,90344,RENT,7.8,MEDICAL,A,19200,6.45,0,0.21,Y,7
30,60192,MORTGAGE,6.2,MEDICAL,B,11900,14.36,0,0.2,N,5
29,73447,RENT,1.8,VENTURE,D,8700,15.51,0,0.12,N,1
20,93764,MORTGAGE,2.5,EDUCATION,B,13000,12.39,0,0.14,N,15
26,122402,MORTGAGE,6.2,DEBTCONSOLIDATION,B,4600,9.48,0,0.04,N,2
33,37314,MORTGAGE,1.9,VENTURE,A,6100,,0,0.16,N,4
39,72910,MORTGAGE,4.6,PERSONAL,B,7900,,0,0.11,N,10
30,74597,MORTGAGE,2.3,VENTURE,C,9000,12.98,0,0.12,N,1
35,67521,RENT,4.1,MEDICAL,B,4400,,1,0.07,Y,3
33,48385,OTHER,0.7,EDUCATION,D,3700,13.84,1,0.08,Y,4
26,36299,OWN,1.1,VENTURE,B,7100,12.4,0,0.2,N,3
20,54416,RENT,1.5,EDUCATION,A,9700,7.59,0,0.18,Y,4
35,66702,RENT,0.6,EDUCATION,C,17700,12.84,1,0.27,N,8
39,100658,RENT,3.2,DEBTCONSOLIDATION,B,7900,12.3,0,0.08,N,5
25,54850,MORTGAGE,4.4,HOMEIMPROVEMENT,B,10000,9.8,0,0.18,N,12
35,32794,OWN,1.0,EDUCATION,D,8100,,0,0.25,N,8
29,35721,MORTGAGE,3.1,DEBTCONSOLIDATION,C,28000,13.21,0,0.78,N,6
20,32466,RENT,4.0,EDUCATION,F,10100,,1,0.31,N,4
28,56289,RENT,2.1,HOMEIMPROVEMENT,C,4900,13.88,1,0.09,N,3
25,29596,MORTGAGE,2.6,PERSONAL,B,10400,8.57,0,0.35,N,4
31,39755,RENT,3.0,PERSONAL,B,8600,11.09,0,0.22,N,6
30,131625,RENT,6.9,VENTURE,B,7000,12.82,0,0.05,N,10
24,53986,RENT,2.2,EDUCATION,A,5800,6.43,0,0.11,N,5
20,61266,RENT,0.9,DEBTCONSOLIDATION,C,8300,14.6,0,0.14,N,11
25,30668,RENT,1.9,EDUCATION,A,6700,,0,0.22,N,6
37,57457,MORTGAGE,8.9,DEBTCONSOLIDATION,D,6600,14.89,1,0.11,N,2
21,25688,RENT,1.8,EDUCATION,A,9400,5.0,0,0.37,N,5
32,63091,RENT,3.7,EDUCATION,A,10800,7.56,0,0.17,Y,7
32,31521,MORTGAGE,4.3,EDUCATION,A,7500,6.93,0,0.24,N,3
25,114009,OWN,9.8,PERSONAL,B,6400,11.24,0,0.06,N,4
23,154740,MORTGAGE,4.5,VENTURE,A,6600,6.14,0,0.04,Y,1
32,42584,MORTGAGE,3.3,VENTURE,A,11200,7.17,0,0.26,N,7
28,26920,MORTGAGE,5.5,HOMEIMPROVEMENT,C,8700,12.17,1,0.32,N,5
25,46990,MORTGAGE,3.8,PERSONAL,B,5500,11.08,0,0.12,N,7
31,25784,MORTGAGE,7.6,PERSONAL,A,2800,,0,0.11,N,17
38,49467,RENT,2.2,MEDICAL,A,12900,5.87,0,0.26,Y,9
35,37810,MORTGAGE,1.2,VENTURE,A,4800,8.02,0,0.13,N,7
29,104333,RENT,5.2,DEBTCONSOLIDATION,D,4300,14.48,0,0.04,Y,10
20,20875,RENT,5.4,MEDICAL,D,10800,16.23,1,0.52,N,4
27,30593,RENT,1.3,MEDICAL,B,3700,10.93,0,0.12,N,6
22,91262,RENT,0.7,MEDICAL,A,5800,7.03,0,0.06,Y,4
27,43658,RENT,5.3,MEDICAL,A,12200,7.9,0,0.28,N,2
26,126435,MORTGAGE,2.7,PERSONAL,C,10200,,0,0.08,N,4
26,60305,RENT,6.1,EDUCATION,A,6600,7.31,0,0.11,N,3
34,66337,RENT,1.4,HOMEIMPROVEMENT,C,6700,12.52,0,0.1,N,5
27,69465,RENT,1.9,EDUCATION,A,5400,5.65,0,0.08,N,6
26,72503,RENT,4.5,EDUCATION,C,6600,14.87,0,0.09,N,1
31,53588,MORTGAGE,6.9,EDUCATION,B,6500,9.59,0,0.12,N,6
22,54830,RENT,2.4,MEDICAL,A,7800,8.67,0,0.14,Y,22
26,109426,RENT,9.6,HOMEIMPROVEMENT,A,12400,,0,0.11,Y,9
20,41097,RENT,4.1,DEBTCONSOLIDATION,C,10000,18.89,1,0.24,Y,8
32,64863,RENT,11.2,PERSONAL,C,7700,10.92,1,0.12,N,9
29,48632,RENT,,MEDICAL,B,6100,10.99,0,0.13,N,9
40,82212,RENT,4.9,VENTURE,A,11900,6.11,0,0.14,N,3
20,113112,MORTGAGE,2.7,VENTURE,B,13900,12.19,0,0.12,Y,4
34,45858,OWN,4.2,VENTURE,A,8200,7.24,0,0.18,N,5
20,36473,MORTGAGE,1.6,PERSONAL,B,10200,12.79,0,0.28,N,2
22,40999,RENT,2.5,PERSONAL,C,2500,,1,0.06,N,2
20,94598,RENT,3.1,EDUCATION,A,5800,7.44,0,0.06,N,4
28,67683,MORTGAGE,5.2,MEDICAL,C,4000,13.59,0,0.06,N,4
30,57516,RENT,2.5,DEBTCONSOLIDATION,D,8800,13.76,0,0.15,N,8
26,54291,OWN,4.7,EDUCATION,E,4500,16.69,1,0.08,N,3
20,41946,MORTGAGE,5.9,MEDICAL,A,35000,7.97,0,0.83,N,8
25,91838,RENT,3.2,MEDICAL,D,11800,16.23,0,0.13,N,5
29,65256,RENT,10.2,EDUCATION,A,9500,6.12,0,0.15,Y,11
23,145696,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6200,11.04,0,0.04,N,6
28,58904,OTHER,1.4,EDUCATION,B,6500,8.6,0,0.11,N,11
34,68081,MORTGAGE,0.5,PERSONAL,A,9200,8.03,0,0.14,Y,2
25,47431,RENT,4.2,HOMEIMPROVEMENT,B,22500,12.06,0,0.47,N,4
21,43294,MORTGAGE,7.6,EDUCATION,D,11900,,0,0.27,N,2
28,57777,RENT,2.2,EDUCATION,A,10600,8.63,0,0.18,N,5
39,108615,RENT,2.2,MEDICAL,B,7100,,0,0.07,N,4
31,47314,MORTGAGE,2.5,EDUCATION,C,3000,15.45,0,0.06,N,7
20,46907,OWN,5.1,EDUCATION,A,6500,7.02,0,0.14,Y,8
36,29292,RENT,6.8,VENTURE,D,6400,17.04,1,0.22,N,1
26,206459,RENT,4.0,EDUCATION,F,7300,16.82,0,0.04,Y,4
27,44405,RENT,7.6,VENTURE,A,7800,7.95,0,0.18,N,5
20,29263,RENT,3.4,DEBTCONSOLIDATION,B,8600,11.66,0,0.29,N,6
29,65341,RENT,4.5,MEDICAL,A,5400,7.36,0,0.08,N,7
20,67666,MORTGAGE,0.8,MEDICAL,E,12700,15.81,0,0.19,N,8
21,88760,RENT,6.3,EDUCATION,A,17900,7.78,0,0.2,N,6
32,65787,MORTGAGE,0.5,EDUCATION,B,6800,8.44,0,0.1,Y,3
29,24868,RENT,3.3,PERSONAL,C,8600,10.49,0,0.35,N,6
23,40898,RENT,6.0,PERSONAL,C,4700,13.11,0,0.11,Y,10
27,101892,RENT,2.8,EDUCATION,C,4500,13.34,0,0.04,Y,6
32,95151,RENT,3.0,MEDICAL,A,15200,9.91,0,0.16,N,3
30,74064,MORTGAGE,2.8,EDUCATION,C,12500,13.72,1,0.17,N,10
32,124943,MORTGAGE,5.0,VENTURE,C,8200,13.69,0,0.07,Y,3
21,53184,OWN,2.6,PERSONAL,B,9800,9.74,0,0.18,N,4
24,106746,RENT,2.1,VENTURE,C,10200,13.37,1,0.1,N,3
40,48077,MORTGAGE,3.8,PERSONAL,A,4600,5.74,0,0.1,N,5
26,142364,MORTGAGE,10.5,MEDICAL,A,4000,7.98,0,0.03,N,9
25,46326,RENT,2.5,VENTURE,A,3500,8.44,0,0.08,N,8
29,33393,MORTGAGE,4.0,EDUCATION,A,9200,7.4,0,0.28,N,3
29,32721,OWN,15.4,VENTURE,A,14700,5.97,0,0.45,Y,6
22,119794,MORTGAGE,5.7,MEDICAL,A,10600,6.9,0,0.09,N,6
20,126693,MORTGAGE,5.3,PERSONAL,B,5700,11.76,0,0.04,Y,2
26,37416,MORTGAGE,1.0,PERSONAL,B,3000,10.16,0,0.08,N,10
28,42578,RENT,2.7,PERSONAL,B,12600,9.93,0,0.3,N,5
20,18045,MORTGAGE,6.1,VENTURE,C,8300,11.8,0,0.46,N,6
30,32176,OWN,2.4,EDUCATION,B,7700,11.6,0,0.24,N,4
30,52078,RENT,1.8,PERSONAL,B,9100,11.25,1,0.17,N,12
34,51864,MORTGAGE,2.0,EDUCATION,A,5700,7.39,0,0.11,N,6
21,20916,MORTGAGE,4.5,MEDICAL,C,6400,13.59,0,0.31,N,3
30,28652,RENT,4.5,EDUCATION,B,6400,8.93,0,0.22,Y,5
31,151000,MORTGAGE,3.8,VENTURE,A,10500,6.8,0,0.07,N,3
37,106089,MORTGAGE,7.7,VENTURE,A,5600,5.87,0,0.05,N,7
33,63989,MORTGAGE,4.3,HOMEIMPROVEMENT,A,6500,,0,0.1,N,8
34,64957,MORTGAGE,3.2,PERSONAL,B,5900,,0,0.09,N,2
29,59971,RENT,6.2,HOMEIMPROVEMENT,A,5600,7.41,0,0.09,N,1
25,56231,OWN,9.6,DEBTCONSOLIDATION,C,6700,13.3,0,0.12,N,1
36,60253,MORTGAGE,3.0,EDUCATION,A,8200,6.36,0,0.14,N,2
20,27290,MORTGAGE,4.0,VENTURE,D,10700,15.85,0,0.39,N,5
37,52633,RENT,2.0,MEDICAL,A,13400,5.99,0,0.25,N,2
33,21777,RENT,0.9,MEDICAL,B,32200,10.52,0,0.85,N,7
26,53963,MORTGAGE,4.0,DEBTCONSOLIDATION,D,13300,14.16,1,0.25,N,6
20,73775,RENT,3.0,MEDICAL,A,11800,5.0,0,0.16,N,9
28,45115,RENT,1.6,DEBTCONSOLIDATION,C,7300,13.6,0,0.16,N,5
